Order_Source,Order_ID,Order_Date,Customer_ID,Customer_Name,Address,ZIP,Tel,Product_ID,Product_Price,Quantity,Promotion,TotalPrice,Unnamed: 13,Unnamed: 14,Unnamed: 15,recency,frequency,monetary,r_score,f_score,m_score,RFMScore,Segment,cluster
Line,2668,18/04/2021 17:08,16523,Charles Haley,"Ap #300-3406 Dolor, Street",21788,033-873-3952,THT0012,470,4,No,1880.0,,,,405.0,1,1880,2,1,4,214,At Risk,3
Facebook,4988,18/05/2021 05:26,17190,Alexander Sims,Ap #242-2940 Nisl Avenue,38094,047-636-3747,THT0013,490,1,No,490.0,,,,375.0,1,490,2,1,1,211,At Risk,0
Lazada,7974,18/05/2021 09:50,76548,Jason Barton,Ap #281-7913 Elit Avenue,65471,052-465-6868,THT0011,450,1,No,450.0,,,,375.0,1,450,2,1,1,211,At Risk,0
Lazada,7199,18/06/2020 04:09,88454,Audrey Ford,2369 Metus Rd.,86998,022-724-3336,THT0011,450,3,Yes,1147.5,,,,709.0,1,1350,1,1,3,113,At Risk,3
Lazada,4179,18/06/2020 04:39,63159,Sheila Blanchard,7671 Semper St.,11919,040-150-6271,THT0012,470,2,Yes,799.0,,,,709.0,1,940,1,1,2,112,At Risk,0
Shopee,6575,18/06/2020 15:47,36783,Bryar Sellers,Ap #351-9216 Sollicitudin Road,56009,046-306-4117,THT0012,470,2,Yes,799.0,,,,709.0,1,940,1,1,2,112,At Risk,0
Line,4026,18/08/2020 06:24,90777,Alec Fitzgerald,Ap #918-591 Tristique Rd.,90202,043-661-8523,THT0018,590,2,No,1180.0,,,,648.0,1,1180,1,1,3,113,At Risk,3
Line,6312,18/08/2020 19:48,76686,Erin Mcleod,884-7553 Phasellus Rd.,43459,016-722-7874,THT0002,270,2,Yes,459.0,,,,648.0,1,540,1,1,1,111,At Risk,0
Call,2065,18/09/2021 02:25,84566,Fitzgerald Mccray,462-5147 Pede Avenue,82194,012-732-9760,THT0015,530,3,No,1590.0,,,,252.0,1,1590,3,1,4,314,Long time Big Buy,3
Call,9986,18/09/2021 17:32,97578,Nicholas Holt,Ap #733-1035 Est. Road,42676,075-516-3278,THT0015,530,3,No,1590.0,,,,252.0,1,1590,3,1,4,314,Long time Big Buy,3
Lazada,1647,18/10/2021 02:25,87272,Brenda Mckee,"P.O. Box 977, 7251 Vivamus Rd.",60925,013-016-4635,THT0015,530,2,Yes,901.0,,,,222.0,1,1060,4,1,2,412,Potential Loyalists,0
Shopee,5009,18/11/2021 21:19,73263,Maya Little,198-5562 Ac Ave,78318,059-627-5257,THT0020,630,3,No,1890.0,,,,191.0,1,1890,4,1,4,414,Long time Big Buy,3
Line,7773,18/11/2021 23:40,72755,Nash Foreman,Ap #527-5838 Mauris. Road,10533,082-338-5544,THT0012,470,4,Yes,1598.0,,,,191.0,1,1880,4,1,4,414,Long time Big Buy,3
Lazada,5456,19/01/2021 21:35,36708,Violet Hansen,115-5033 Blandit Rd.,74892,074-233-3812,THT0001,250,4,No,1000.0,,,,494.0,1,1000,1,1,2,112,At Risk,0
Call,8596,19/01/2022 13:47,54805,Marsden Lott,"P.O. Box 433, 4176 Quis, Avenue",88953,082-033-5221,THT0009,410,2,Yes,697.0,,,,129.0,1,820,5,1,2,512,Potential Loyalists,0
Call,3482,19/02/2022 03:39,32980,Glenna Newman,142-8452 Pede Street,36717,001-727-1213,THT0014,510,3,Yes,1300.5,,,,98.0,1,1530,5,1,4,514,Long time Big Buy,2
Lazada,1113,19/02/2022 10:24,51563,Gil Mccullough,Ap #798-223 Lorem Road,38758,043-784-9973,THT0002,270,2,Yes,459.0,,,,98.0,1,540,5,1,1,511,Potential Loyalists,0
Facebook,3073,19/03/2022 08:47,85084,Quynn Atkinson,Ap #298-6379 Ridiculus Ave,55384,055-608-1576,THT0008,390,4,No,1560.0,,,,70.0,1,1560,5,1,4,514,Long time Big Buy,2
Lazada,2269,19/03/2022 15:25,59505,Clinton Garza,"P.O. Box 243, 6657 Consectetuer Av.",42178,083-112-8573,THT0009,410,5,No,2050.0,,,,70.0,1,2050,5,1,5,515,Long time Big Buy,2
Shopee,7350,19/04/2022 16:43,31895,Kylie Mclean,513 Integer Rd.,38331,035-863-8144,THT0020,630,4,No,2520.0,,,,39.0,1,2520,5,1,5,515,Long time Big Buy,2
Lazada,4419,19/04/2022 18:59,20557,Zeph Rowe,"P.O. Box 601, 1695 Pulvinar Rd.",45881,097-764-6332,THT0001,250,3,No,750.0,,,,39.0,1,750,5,1,2,512,Potential Loyalists,2
Call,6690,19/06/2021 04:24,88742,Iona Joyce,"P.O. Box 778, 1043 Purus, St.",34368,065-911-7107,THT0011,450,2,No,900.0,,,,343.0,1,900,2,1,2,212,At Risk,0
Lazada,3496,19/06/2021 11:08,43310,Zeus Callahan,852-4243 Sagittis. Rd.,16614,024-668-3295,THT0019,610,3,No,1830.0,,,,343.0,1,1830,2,1,4,214,At Risk,3
Shopee,3594,19/06/2021 12:58,17054,Lacy Mcintyre,6440 Egestas. Av.,34695,080-204-6256,THT0011,450,1,No,450.0,,,,343.0,1,450,2,1,1,211,At Risk,0
Lazada,1243,19/07/2021 16:20,79505,Cedric Albert,"P.O. Box 131, 5242 Nec, Ave",21782,084-313-9384,THT0007,370,1,Yes,314.5,,,,313.0,1,370,3,1,1,311,Potential Loyalists,0
Lazada,8466,19/08/2021 16:21,33935,Ginger Bright,6596 Donec St.,43243,012-883-5749,THT0010,430,1,Yes,365.5,,,,282.0,1,430,3,1,1,311,Potential Loyalists,0
Lazada,4722,19/09/2021 08:09,74741,Carly Herman,666-5552 Quisque Av.,70838,069-834-5712,THT0002,270,4,Yes,918.0,,,,251.0,1,1080,3,1,2,312,Potential Loyalists,0
Lazada,4573,19/10/2021 12:41,12545,Jaquelyn Manning,625-1543 Libero St.,71744,002-789-3014,THT0005,330,5,Yes,1402.5,,,,221.0,1,1650,4,1,4,414,Long time Big Buy,3
Call,7509,19/10/2021 18:51,19776,Aiko Dudley,278-7039 Proin Rd.,76748,041-861-1673,THT0011,450,1,No,450.0,,,,221.0,1,450,4,1,1,411,Potential Loyalists,0
Line,4715,19/12/2021 15:24,93847,Peter Jensen,758-1564 Felis. Rd.,28726,073-540-2230,THT0003,290,4,No,1160.0,,,,160.0,1,1160,4,1,3,413,Potential Loyalists,3
Line,1861,20/01/2022 05:29,50230,Jin Hahn,Ap #549-9317 Parturient Rd.,57141,008-846-2138,THT0003,290,4,Yes,986.0,,,,128.0,1,1160,5,1,3,513,Potential Loyalists,2
Shopee,8121,20/02/2022 13:03,20201,Yetta Gentry,"P.O. Box 438, 743 Vitae Street",71533,060-098-5184,THT0001,250,5,No,1250.0,,,,97.0,1,1250,5,1,3,513,Potential Loyalists,2
Shopee,9908,20/02/2022 18:18,56218,Noble Morrow,"P.O. Box 188, 4809 Faucibus Rd.",44501,094-590-2045,THT0006,350,4,Yes,1190.0,,,,97.0,1,1400,5,1,3,513,Potential Loyalists,2
Call,1904,20/04/2022 20:25,63123,Ezra Lowery,"P.O. Box 964, 4448 Mollis Rd.",68114,011-128-5657,THT0018,590,4,No,2360.0,,,,38.0,1,2360,5,1,5,515,Long time Big Buy,2
Lazada,1232,20/04/2022 20:44,36944,Sheila Maddox,Ap #795-3957 Lacus. Road,76755,067-732-4716,THT0020,630,3,Yes,1606.5,,,,38.0,1,1890,5,1,4,514,Long time Big Buy,2
Lazada,2390,20/05/2021 13:18,66526,Ella Fitzpatrick,4859 Sociis Rd.,98742,065-106-6711,THT0012,470,4,Yes,1598.0,,,,373.0,1,1880,2,1,4,214,At Risk,3
Line,8777,20/06/2021 00:48,33006,Paki Avila,Ap #142-7662 Egestas St.,71248,086-265-3586,THT0008,390,3,No,1170.0,,,,342.0,1,1170,2,1,3,213,At Risk,3
Line,1717,20/06/2021 09:11,55492,Jasper Mullen,"P.O. Box 681, 5403 Erat St.",20063,046-577-1782,THT0007,370,2,No,740.0,,,,342.0,1,740,2,1,2,212,At Risk,0
Call,9518,20/06/2021 13:33,61318,Paloma Acevedo,249-6216 Nulla Av.,21984,066-477-7770,THT0016,550,3,No,1650.0,,,,342.0,1,1650,2,1,4,214,At Risk,3
Facebook,5969,20/06/2021 20:11,58013,Hyacinth Simpson,Ap #960-9390 Orci. Road,78605,018-132-9748,THT0003,290,2,No,580.0,,,,342.0,1,580,2,1,1,211,At Risk,0
Call,3767,20/06/2021 20:21,32419,Asher Rivera,332-9857 Suspendisse Road,42627,061-673-9272,THT0016,550,2,Yes,935.0,,,,342.0,1,1100,2,1,2,212,At Risk,0
Line,6025,20/07/2021 08:59,60890,Reed Austin,5970 Eu Rd.,53336,022-221-8147,THT0020,630,4,Yes,2142.0,,,,312.0,1,2520,3,1,5,315,Long time Big Buy,3
Shopee,1951,20/07/2021 17:04,16494,Keith Bartlett,Ap #955-1561 Cras Avenue,54527,083-167-3411,THT0019,610,3,No,1830.0,,,,312.0,1,1830,3,1,4,314,Long time Big Buy,3
Lazada,4793,20/08/2021 20:31,45327,Chaney Boone,630-3343 Donec Av.,20351,007-864-7626,THT0012,470,3,No,1410.0,,,,281.0,1,1410,3,1,3,313,Potential Loyalists,3
Call,8309,20/09/2021 19:32,76134,Chester Charles,"P.O. Box 425, 7742 Velit St.",58835,012-898-7572,THT0001,250,5,Yes,1062.5,,,,250.0,1,1250,3,1,3,313,Potential Loyalists,3
Call,2511,20/10/2020 10:40,29393,Anjolie Hays,292-2882 Tellus Rd.,55774,018-825-3897,THT0009,410,5,No,2050.0,,,,585.0,1,2050,1,1,5,115,At Risk,3
Shopee,6972,20/10/2020 11:56,18584,Gary Atkinson,"P.O. Box 611, 5057 In St.",95289,057-377-5424,THT0014,510,4,Yes,1734.0,,,,585.0,1,2040,1,1,5,115,At Risk,3
Facebook,3829,20/12/2021 23:58,38309,Silas Douglas,Ap #269-4288 Convallis Av.,85549,079-517-3404,THT0011,450,4,No,1800.0,,,,159.0,1,1800,4,1,4,414,Long time Big Buy,3
Lazada,6119,21/04/2022 11:06,77365,Ferdinand Grant,Ap #990-1221 Nibh Av.,68861,083-558-5263,THT0018,590,4,Yes,2006.0,,,,37.0,1,2360,5,1,5,515,Long time Big Buy,2
Lazada,8524,21/05/2021 20:51,39302,Grant Aguirre,Ap #348-1054 Ante Road,73353,084-318-4454,THT0006,350,4,No,1400.0,,,,372.0,1,1400,2,1,3,213,At Risk,3
Call,9511,21/06/2021 14:03,80633,Felicia Clarke,802-9638 Aliquam Road,55966,044-167-6866,THT0006,350,1,No,350.0,,,,341.0,1,350,2,1,1,211,At Risk,0
Call,4157,21/06/2021 16:13,27516,Kiara Patterson,3077 Tellus Rd.,82367,082-814-1791,THT0003,290,3,No,870.0,,,,341.0,1,870,2,1,2,212,At Risk,0
Shopee,7197,21/06/2021 19:01,14185,Clementine Banks,553-200 Cubilia Ave,67310,036-557-0727,THT0012,470,3,No,1410.0,,,,341.0,1,1410,2,1,3,213,At Risk,3
Line,1629,21/06/2021 22:27,19395,Cullen Frye,"P.O. Box 965, 8759 Tortor Street",73672,083-364-4834,THT0003,290,5,Yes,1232.5,,,,341.0,1,1450,2,1,3,213,At Risk,3
Shopee,3076,21/08/2021 20:36,76123,Nadine Aguirre,"4347 Amet, Avenue",54877,056-863-8766,THT0015,530,3,Yes,1351.5,,,,280.0,1,1590,3,1,4,314,Long time Big Buy,3
Call,4102,21/09/2021 06:48,14402,Blaze Kaufman,Ap #299-5827 Egestas Av.,46164,027-164-5826,THT0002,270,5,Yes,1147.5,,,,249.0,1,1350,3,1,3,313,Potential Loyalists,3
Facebook,4479,21/11/2021 00:59,43015,Isabella Charles,"235-5431 Lorem, Av.",99868,052-658-5265,THT0018,590,4,No,2360.0,,,,188.0,1,2360,4,1,5,415,Long time Big Buy,3
Lazada,3878,21/12/2021 04:44,99032,Byron Tyson,"P.O. Box 919, 9937 Maecenas Ave",33642,067-187-5651,THT0019,610,1,Yes,518.5,,,,158.0,1,610,4,1,1,411,Potential Loyalists,0
Facebook,4440,21/12/2021 09:47,93270,Sydney Walter,735-5225 Adipiscing Ave,92221,090-259-7486,THT0003,290,2,No,580.0,,,,158.0,1,580,4,1,1,411,Potential Loyalists,0
Shopee,1552,22/02/2022 02:16,36986,Willa Shannon,"1767 Non, Avenue",34249,008-764-2186,THT0009,410,2,No,820.0,,,,95.0,1,820,5,1,2,512,Potential Loyalists,2
Shopee,5993,22/02/2022 04:39,43595,John Stuart,Ap #789-6734 Nascetur Av.,23326,051-266-7292,THT0018,590,2,No,1180.0,,,,95.0,1,1180,5,1,3,513,Potential Loyalists,2
Lazada,2770,22/06/2021 18:36,89382,Cameron Greene,Ap #664-2817 Tincidunt Ave,64621,013-312-8668,THT0017,570,3,Yes,1453.5,,,,340.0,1,1710,2,1,4,214,At Risk,3
Lazada,7881,22/07/2021 16:07,94837,Conan Beard,"P.O. Box 865, 9324 Nunc Av.",76496,047-348-8428,THT0001,250,5,No,1250.0,,,,310.0,1,1250,3,1,3,313,Potential Loyalists,3
Lazada,5845,22/08/2020 00:51,89406,Jordan Harmon,"453-3939 A, Street",49408,002-738-0132,THT0014,510,3,Yes,1300.5,,,,644.0,1,1530,1,1,4,114,At Risk,3
Facebook,8745,22/08/2021 14:28,51826,TaShya Ayala,640-2915 Elementum Rd.,94103,009-668-8042,THT0014,510,1,Yes,433.5,,,,279.0,1,510,3,1,1,311,Potential Loyalists,0
Call,9851,22/10/2021 11:54,62136,Theodore Franco,"P.O. Box 622, 943 Ac Avenue",13620,089-154-1310,THT0009,410,3,No,1230.0,,,,218.0,1,1230,4,1,3,413,Potential Loyalists,3
Facebook,3065,22/10/2021 15:53,50179,Igor Summers,9344 Sit St.,96196,067-436-0175,THT0002,270,4,No,1080.0,,,,218.0,1,1080,4,1,2,412,Potential Loyalists,0
Lazada,4837,22/11/2021 04:50,41544,Aretha Noble,"P.O. Box 553, 4741 Velit. Rd.",37546,072-165-8265,THT0013,490,2,No,980.0,,,,187.0,1,980,4,1,2,412,Potential Loyalists,0
Facebook,2767,22/11/2021 06:53,62629,Dylan Logan,6570 Ligula Street,45356,081-366-5215,THT0013,490,4,No,1960.0,,,,187.0,1,1960,4,1,5,415,Long time Big Buy,3
Call,7340,22/11/2021 20:36,98275,Vivien Solomon,Ap #433-4860 Et Road,17335,058-413-9449,THT0010,430,3,Yes,1096.5,,,,187.0,1,1290,4,1,3,413,Potential Loyalists,3
Line,3364,22/12/2021 00:53,47836,Barrett Black,887-6931 Commodo Av.,21717,037-022-3897,THT0018,590,5,Yes,2507.5,,,,157.0,1,2950,4,1,5,415,Long time Big Buy,3
Call,3198,23/03/2022 09:38,80849,Graham Spencer,"P.O. Box 541, 1029 Nunc Ave",96686,031-814-7267,THT0003,290,4,Yes,986.0,,,,66.0,1,1160,5,1,3,513,Potential Loyalists,2
Facebook,9801,23/04/2022 04:53,56754,Allistair Davidson,"6254 Ante, Rd.",91775,087-297-1206,THT0012,470,4,Yes,1598.0,,,,35.0,1,1880,5,1,4,514,Long time Big Buy,2
Lazada,3635,23/04/2022 11:41,69302,Emmanuel Stephenson,"328-1195 Mi, Rd.",94619,037-026-6153,THT0008,390,4,Yes,1326.0,,,,35.0,1,1560,5,1,4,514,Long time Big Buy,2
Line,4300,23/04/2022 15:05,77462,Paula Thomas,Ap #647-8591 Donec Rd.,86283,066-644-9415,THT0005,330,3,No,990.0,,,,35.0,1,990,5,1,2,512,Potential Loyalists,2
Shopee,8998,23/05/2021 10:39,33829,Philip Curry,717-7495 Risus Road,54281,024-414-4287,THT0020,630,3,No,1890.0,,,,370.0,1,1890,2,1,4,214,At Risk,3
Facebook,8154,23/06/2021 08:55,67754,Quyn Simon,"842-2546 Lacus, Ave",83895,064-149-8888,THT0001,250,3,No,750.0,,,,339.0,1,750,3,1,2,312,Potential Loyalists,0
Line,9929,23/06/2021 18:02,19699,Philip Huffman,Ap #707-4328 Neque. Rd.,36902,087-158-8872,THT0004,310,1,No,310.0,,,,339.0,1,310,3,1,1,311,Potential Loyalists,0
Line,1137,23/06/2021 23:20,16735,Coby Long,184-4543 Sagittis Road,68837,088-147-8930,THT0013,490,5,Yes,2082.5,,,,339.0,1,2450,3,1,5,315,Long time Big Buy,3
Line,3525,23/07/2021 09:25,71376,Alexander Holland,"4112 Non, St.",93647,072-727-5104,THT0016,550,1,Yes,467.5,,,,309.0,1,550,3,1,1,311,Potential Loyalists,0
Lazada,3910,23/07/2021 12:10,30039,Zane Campos,"P.O. Box 322, 6805 Justo Road",61386,092-077-9210,THT0004,310,2,No,620.0,,,,309.0,1,620,3,1,1,311,Potential Loyalists,0
Call,7761,23/08/2020 22:57,76831,Quyn Chaney,Ap #531-5129 Sem. Rd.,21337,038-337-8866,THT0014,510,5,No,2550.0,,,,643.0,1,2550,1,1,5,115,At Risk,3
Lazada,9501,23/09/2020 02:42,83031,Forrest Johns,670-6492 Cursus Street,72484,081-692-2463,THT0006,350,3,No,1050.0,,,,612.0,1,1050,1,1,2,112,At Risk,0
Shopee,9868,23/09/2020 05:40,94042,Nigel Stephens,"P.O. Box 500, 5032 Iaculis Av.",89807,086-445-3247,THT0014,510,4,No,2040.0,,,,612.0,1,2040,1,1,5,115,At Risk,3
Line,8034,23/10/2021 06:31,17452,Matthew Bell,1050 Curabitur Rd.,42843,026-968-1114,THT0003,290,3,Yes,739.5,,,,217.0,1,870,4,1,2,412,Potential Loyalists,0
Call,4363,23/11/2021 16:36,77293,Kylie Dean,207-601 Ad Road,86175,077-217-3738,THT0009,410,2,Yes,697.0,,,,186.0,1,820,4,1,2,412,Potential Loyalists,0
Line,3158,23/12/2021 15:08,82381,Shea Frye,1078 Aliquam Ave,65633,070-770-6042,THT0009,410,3,Yes,1045.5,,,,156.0,1,1230,4,1,3,413,Potential Loyalists,3
Lazada,9349,24/02/2021 10:49,91297,Cherokee Moss,"P.O. Box 416, 8468 Fusce Rd.",56557,010-752-6076,THT0009,410,4,No,1640.0,,,,458.0,1,1640,1,1,4,114,At Risk,3
Call,4026,24/05/2020 06:35,19707,Rhonda Bolton,152-8798 Tristique Avenue,84498,023-408-4883,THT0007,370,3,No,1110.0,,,,734.0,1,1110,1,1,2,112,At Risk,3
Shopee,8497,24/05/2021 11:04,37838,Fuller Harding,Ap #950-7971 Est Street,99722,026-985-1949,THT0007,370,2,Yes,629.0,,,,369.0,1,740,2,1,2,212,At Risk,0
Line,2845,24/06/2021 05:27,41781,Hunter Sanchez,264-4347 Libero. Road,33250,023-092-6324,THT0011,450,2,No,900.0,,,,338.0,1,900,3,1,2,312,Potential Loyalists,0
Call,2647,24/07/2021 06:00,30129,Claudia Browning,Ap #640-3405 Feugiat Street,75245,096-670-0622,THT0018,590,2,Yes,1003.0,,,,308.0,1,1180,3,1,3,313,Potential Loyalists,3
Facebook,9467,24/08/2021 14:26,49080,Hilda Pate,882-7636 Ad St.,43640,066-722-1547,THT0019,610,4,Yes,2074.0,,,,277.0,1,2440,3,1,5,315,Long time Big Buy,3
Call,9890,24/09/2020 08:33,11554,Eagan Garza,"P.O. Box 895, 4322 Luctus Road",75553,079-238-3059,THT0004,310,2,No,620.0,,,,611.0,1,620,1,1,1,111,At Risk,0
Call,6216,24/09/2021 04:29,82540,Oren Watson,"P.O. Box 134, 7745 Nec, Road",75450,031-590-8218,THT0004,310,4,Yes,1054.0,,,,246.0,1,1240,3,1,3,313,Potential Loyalists,3
Lazada,3053,24/10/2021 12:25,16389,Rogan Donaldson,857-6738 Tempus Road,24582,002-754-0589,THT0016,550,3,Yes,1402.5,,,,216.0,1,1650,4,1,4,414,Long time Big Buy,3
Facebook,7820,24/12/2021 19:11,48046,Whilemina Mckee,"P.O. Box 266, 4118 Nunc St.",38272,083-426-7909,THT0016,550,4,Yes,1870.0,,,,155.0,1,2200,4,1,5,415,Long time Big Buy,3
Shopee,5936,25/01/2022 03:55,65581,Grant Justice,163-268 Nam Ave,58192,023-498-8194,THT0007,370,3,No,1110.0,,,,123.0,1,1110,5,1,2,512,Potential Loyalists,2
Shopee,1795,25/02/2021 12:59,68939,Arthur Levy,Ap #324-4326 Vel St.,36657,045-500-9985,THT0007,370,2,Yes,629.0,,,,457.0,1,740,1,1,2,112,At Risk,0
Facebook,1791,25/02/2022 07:04,78980,Tara Welch,550-1128 Nulla St.,75211,064-444-5726,THT0019,610,3,Yes,1555.5,,,,92.0,1,1830,5,1,4,514,Long time Big Buy,2
Line,3425,25/02/2022 12:08,61121,Simon Noble,"P.O. Box 481, 2650 Phasellus Street",81612,015-201-9815,THT0010,430,2,No,860.0,,,,92.0,1,860,5,1,2,512,Potential Loyalists,2
Line,6905,25/03/2021 18:57,81603,Octavia Mcknight,3765 Enim. Avenue,74746,014-481-4447,THT0006,350,4,Yes,1190.0,,,,429.0,1,1400,2,1,3,213,At Risk,3
Lazada,6810,25/03/2022 10:18,93328,Fletcher Lindsay,"895-9920 Elit, Rd.",53846,054-161-5585,THT0009,410,2,Yes,697.0,,,,64.0,1,820,5,1,2,512,Potential Loyalists,2
Line,6637,25/03/2022 19:20,63195,Amena Snider,Ap #583-9683 Cras St.,41615,060-521-0473,THT0017,570,3,Yes,1453.5,,,,64.0,1,1710,5,1,4,514,Long time Big Buy,2
Facebook,3246,25/04/2022 10:53,62002,Aimee George,"958-9343 Urna, St.",25374,078-520-1678,THT0018,590,1,Yes,501.5,,,,33.0,1,590,5,1,1,511,Potential Loyalists,2
Call,3786,25/05/2021 07:56,59412,Odette Petty,115-5338 Quisque Rd.,95107,004-779-2525,THT0002,270,2,Yes,459.0,,,,368.0,1,540,2,1,1,211,At Risk,0
Facebook,3795,25/05/2021 12:30,27452,Hanae Blanchard,839-4021 Nascetur Av.,83172,013-768-2441,THT0017,570,3,No,1710.0,,,,368.0,1,1710,2,1,4,214,At Risk,3
Facebook,4328,25/05/2022 06:41,65943,Elliott Sherman,Ap #842-6312 Vestibulum Rd.,52391,060-581-5682,THT0005,330,2,Yes,561.0,,,,3.0,1,660,5,1,1,511,Potential Loyalists,2
Line,7063,25/09/2021 11:17,41161,Edward Munoz,5996 Non Road,37943,032-274-3775,THT0014,510,5,Yes,2167.5,,,,245.0,1,2550,3,1,5,315,Long time Big Buy,3
Facebook,1378,25/09/2021 14:37,26546,Dexter Copeland,Ap #928-5473 Mus. Street,61367,007-379-8320,THT0016,550,2,Yes,935.0,,,,245.0,1,1100,3,1,2,312,Potential Loyalists,0
Shopee,4017,25/11/2021 23:20,91453,Tatyana Crawford,"P.O. Box 419, 9718 Condimentum. Rd.",35302,099-644-8082,THT0013,490,4,Yes,1666.0,,,,184.0,1,1960,4,1,5,415,Long time Big Buy,3
Call,1415,25/12/2020 06:28,61188,April Mckenzie,166-2538 Orci Avenue,72182,026-166-1330,THT0019,610,1,No,610.0,,,,519.0,1,610,1,1,1,111,At Risk,0
Shopee,8017,26/02/2021 04:05,39362,Clark Simmons,"Ap #385-9418 Non, St.",41228,077-141-5409,THT0003,290,3,No,870.0,,,,456.0,1,870,1,1,2,112,At Risk,0
Facebook,1128,26/03/2021 11:28,96075,Yen Mann,"P.O. Box 602, 9628 Lacus Road",41487,021-877-2318,THT0017,570,4,Yes,1938.0,,,,428.0,1,2280,2,1,5,215,At Risk,3
Call,3851,26/04/2022 17:54,70907,Armand Griffith,"375-100 Iaculis, Road",63847,034-172-4622,THT0019,610,2,Yes,1037.0,,,,32.0,1,1220,5,1,3,513,Potential Loyalists,2
Call,4373,26/05/2022 16:22,24438,Keelie Webster,213-4495 Etiam Road,37544,076-335-4589,THT0011,450,4,No,1800.0,,,,2.0,1,1800,5,1,4,514,Long time Big Buy,2
Lazada,4528,26/06/2021 12:51,26045,Farrah Barker,421-8478 Velit. Street,84677,074-646-0097,THT0015,530,3,No,1590.0,,,,336.0,1,1590,3,1,4,314,Long time Big Buy,3
Call,6858,26/06/2021 18:53,65697,Jared Hunter,Ap #805-8677 Congue Ave,69738,020-228-9117,THT0015,530,5,No,2650.0,,,,336.0,1,2650,3,1,5,315,Long time Big Buy,3
Lazada,1570,26/06/2021 21:41,65722,Kylynn Burgess,853-1975 Tristique St.,57333,075-015-3728,THT0009,410,5,No,2050.0,,,,336.0,1,2050,3,1,5,315,Long time Big Buy,3
Shopee,9348,26/07/2021 19:05,63760,Nissim Austin,5934 Lectus Rd.,75817,084-576-1627,THT0005,330,2,Yes,561.0,,,,306.0,1,660,3,1,1,311,Potential Loyalists,0
Call,8760,26/09/2020 14:17,45344,Jillian Kent,Ap #591-5138 Egestas Rd.,94177,006-223-2157,THT0020,630,2,No,1260.0,,,,609.0,1,1260,1,1,3,113,At Risk,3
Shopee,9457,26/09/2021 00:33,94298,Ulysses Barber,9768 Euismod Av.,66388,041-552-7474,THT0009,410,3,No,1230.0,,,,244.0,1,1230,4,1,3,413,Potential Loyalists,3
Call,2866,26/09/2021 07:40,34825,Oprah Price,Ap #619-7465 Ipsum Av.,69324,003-411-3779,THT0012,470,4,No,1880.0,,,,244.0,1,1880,4,1,4,414,Long time Big Buy,3
Facebook,4074,26/09/2021 23:58,93942,Deborah Collins,508-707 Est. Rd.,99815,032-478-6735,THT0006,350,4,No,1400.0,,,,244.0,1,1400,4,1,3,413,Potential Loyalists,3
Lazada,5937,26/10/2020 13:20,99074,Mohammad Bean,Ap #588-3483 Duis Rd.,54576,053-019-4545,THT0006,350,1,Yes,297.5,,,,579.0,1,350,1,1,1,111,At Risk,0
Line,3778,26/10/2021 02:29,79135,Naida Bolton,"P.O. Box 901, 5948 Parturient St.",80802,012-325-6852,THT0018,590,3,No,1770.0,,,,214.0,1,1770,4,1,4,414,Long time Big Buy,3
Shopee,6886,26/10/2021 18:46,52481,Porter James,Ap #549-8096 Ante. Avenue,57887,012-727-1301,THT0011,450,4,No,1800.0,,,,214.0,1,1800,4,1,4,414,Long time Big Buy,3
Line,7874,26/11/2021 02:39,38315,Reese Marsh,Ap #289-814 Dolor Street,81382,036-644-5634,THT0016,550,3,Yes,1402.5,,,,183.0,1,1650,4,1,4,414,Long time Big Buy,3
Line,3762,26/11/2021 15:06,52851,Miriam Jacobs,3092 Vestibulum Avenue,88954,074-383-5637,THT0016,550,1,Yes,467.5,,,,183.0,1,550,4,1,1,411,Potential Loyalists,0
Line,8614,26/11/2021 16:20,13820,Barry Guzman,Ap #639-2783 Donec Avenue,67068,044-107-5795,THT0020,630,1,Yes,535.5,,,,183.0,1,630,4,1,1,411,Potential Loyalists,0
Lazada,7118,26/12/2020 15:06,14754,Ezra Copeland,"309-7709 Eget, Avenue",54387,044-470-2467,THT0015,530,4,Yes,1802.0,,,,518.0,1,2120,1,1,5,115,At Risk,3
Shopee,6980,26/12/2020 16:01,70535,Autumn Franklin,Ap #732-7663 Ligula. St.,18824,015-575-6828,THT0017,570,4,No,2280.0,,,,518.0,1,2280,1,1,5,115,At Risk,3
Line,3030,27/01/2022 19:31,91804,Avye Chapman,Ap #381-8800 Tincidunt. Rd.,44236,005-879-6735,THT0016,550,4,Yes,1870.0,,,,121.0,1,2200,5,1,5,515,Long time Big Buy,3
Call,5538,27/02/2022 11:04,79169,Danielle Murray,Ap #729-5598 Nunc St.,33165,047-162-7566,THT0011,450,5,Yes,1912.5,,,,90.0,1,2250,5,1,5,515,Long time Big Buy,2
Lazada,9756,27/02/2022 15:18,19034,Mohammad Saunders,346-2162 Integer St.,56741,064-978-8357,THT0008,390,3,Yes,994.5,,,,90.0,1,1170,5,1,3,513,Potential Loyalists,2
Call,8653,27/03/2021 16:56,70204,Adrian Porter,3509 Duis Rd.,36611,097-124-4705,THT0001,250,2,No,500.0,,,,427.0,1,500,2,1,1,211,At Risk,0
Call,3862,27/03/2022 20:46,13429,Hop Erickson,Ap #945-955 Fames Avenue,99681,039-539-0750,THT0011,450,5,No,2250.0,,,,62.0,1,2250,5,1,5,515,Long time Big Buy,2
